#k:30.000000 m:0.010000 mu:-0.010000 Half-Life:1.735145 Freq:8.700000
Time Position Velocity Energy
9.973600 1.277618 25.160174 27.649790
9.973500 1.275064 25.544508 27.649417
9.973400 1.272471 25.928091 27.649058
9.973300 1.269840 26.310911 27.648713
9.973200 1.267170 26.692957 27.648382
9.973100 1.264463 27.074218 27.648066
9.973000 1.261718 27.454682 27.647764
9.972900 1.258934 27.834337 27.647477
9.972800 1.256113 28.213172 27.647204
9.972700 1.253254 28.591176 27.646947
9.972600 1.250357 28.968337 27.646705
9.972500 1.247422 29.344644 27.646478
9.972400 1.244450 29.720086 27.646267
9.972300 1.241441 30.094651 27.646071
9.972200 1.238394 30.468328 27.645892
9.972100 1.235310 30.841106 27.645728
9.972000 1.232189 31.212974 27.645581
9.971900 1.229030 31.583919 27.645450
9.971800 1.225835 31.953932 27.645335
9.971700 1.222603 32.323002 27.645237
9.971600 1.219333 32.691116 27.645155
9.971500 1.216028 33.058264 27.645091
9.971400 1.212685 33.424434 27.645044
9.971300 1.209306 33.789617 27.645013
9.971200 1.205891 34.153801 27.645000
9.971100 1.202439 34.516974 27.645005
9.971000 1.198951 34.879126 27.645027
9.970900 1.195427 35.240246 27.645067
9.970800 1.191867 35.600323 27.645125
9.970700 1.188271 35.959347 27.645200
9.970600 1.184639 36.317306 27.645294
9.970500 1.180972 36.674190 27.645406
9.970400 1.177269 37.029987 27.645537
9.970300 1.173531 37.384688 27.645686
9.970200 1.169757 37.738282 27.645853
9.970100 1.165948 38.090757 27.646039
9.970000 1.162103 38.442103 27.646244
9.969900 1.158224 38.792311 27.646468
9.969800 1.154310 39.141368 27.646711
9.969700 1.150361 39.489265 27.646973
9.969600 1.146378 39.835991 27.647254
9.969500 1.142359 40.181535 27.647555
9.969400 1.138307 40.525888 27.647875
9.969300 1.134220 40.869039 27.648215
9.969200 1.130099 41.210977 27.648574
9.969100 1.125944 41.551693 27.648953
9.969000 1.121755 41.891175 27.649352
9.968900 1.117532 42.229414 27.649771
9.968800 1.113275 42.566400 27.650210
9.968700 1.108985 42.902122 27.650669
9.968600 1.104661 43.236570 27.651148
9.968500 1.100304 43.569735 27.651647
9.968400 1.095914 43.901605 27.652166
9.968300 1.091491 44.232172 27.652706
9.968200 1.087035 44.561424 27.653266
9.968100 1.082546 44.889353 27.653847
9.968000 1.078024 45.215948 27.654449
9.967900 1.073470 45.541200 27.655071
9.967800 1.068883 45.865098 27.655714
9.967700 1.064265 46.187633 27.656377
9.967600 1.059614 46.508795 27.657062
9.967500 1.054931 46.828575 27.657767
9.967400 1.050216 47.146962 27.658493
9.967300 1.045470 47.463947 27.659240
9.967200 1.040692 47.779522 27.660008
9.967100 1.035883 48.093675 27.660797
9.967000 1.031042 48.406398 27.661608
9.966900 1.026170 48.717681 27.662439
9.966800 1.021267 49.027514 27.663292
9.966700 1.016334 49.335889 27.664166
9.966600 1.011370 49.642797 27.665061
9.966500 1.006375 49.948227 27.665977
9.966400 1.001349 50.252170 27.666915
9.966300 0.996294 50.554618 27.667874
9.966200 0.991208 50.855562 27.668854
9.966100 0.986093 51.154991 27.669856
9.966000 0.980948 51.452898 27.670879
9.965900 0.975773 51.749273 27.671923
9.965800 0.970568 52.044107 27.672989
9.965700 0.965335 52.337392 27.674076
9.965600 0.960072 52.629118 27.675185
9.965500 0.954780 52.919276 27.676315
9.965400 0.949459 53.207858 27.677466
9.965300 0.944109 53.494856 27.678639
9.965200 0.938731 53.780260 27.679833
9.965100 0.933325 54.064061 27.681048
9.965000 0.927890 54.346252 27.682285
9.964900 0.922428 54.626824 27.683544
9.964800 0.916937 54.905768 27.684823
9.964700 0.911419 55.183076 27.686124
9.964600 0.905873 55.458739 27.687447
9.964500 0.900300 55.732749 27.688790
9.964400 0.894699 56.005098 27.690155
9.964300 0.889072 56.275778 27.691541
9.964200 0.883417 56.544780 27.692948
9.964100 0.877736 56.812096 27.694377
9.964000 0.872028 57.077719 27.695827
9.963900 0.866294 57.341639 27.697297
9.963800 0.860534 57.603850 27.698789
9.963700 0.854747 57.864342 27.700302
9.963600 0.848935 58.123110 27.701835
9.963500 0.843097 58.380143 27.703390
9.963400 0.837233 58.635435 27.704966
9.963300 0.831344 58.888978 27.706562
9.963200 0.825430 59.140765 27.708179
9.963100 0.819491 59.390787 27.709817
9.963000 0.813527 59.639037 27.711475
9.962900 0.807539 59.885508 27.713154
9.962800 0.801526 60.130192 27.714854
9.962700 0.795488 60.373081 27.716573
9.962600 0.789427 60.614169 27.718314
9.962500 0.783342 60.853448 27.720074
9.962400 0.777233 61.090911 27.721855
9.962300 0.771100 61.326550 27.723656
9.962200 0.764944 61.560359 27.725477
9.962100 0.758765 61.792330 27.727318
9.962000 0.752562 62.022456 27.729179
9.961900 0.746337 62.250730 27.731059
9.961800 0.740090 62.477147 27.732960
9.961700 0.733819 62.701697 27.734880
9.961600 0.727527 62.924375 27.736819
9.961500 0.721213 63.145175 27.738778
9.961400 0.714876 63.364088 27.740757
9.961300 0.708518 63.581109 27.742754
9.961200 0.702138 63.796231 27.744771
9.961100 0.695737 64.009448 27.746806
9.961000 0.689315 64.220753 27.748861
9.960900 0.682872 64.430139 27.750934
