#k:30.000000 m:0.010000 mu:-0.010000 Half-Life:1.735145 Freq:8.700000
Time Position Velocity Energy
7.200900 0.338535 128.297138 84.019863
7.200800 0.325694 128.403842 84.028884
7.200700 0.312844 128.506697 84.037922
7.200600 0.299983 128.605701 84.046979
7.200500 0.287113 128.700850 84.056052
7.200400 0.274234 128.792142 84.065141
7.200300 0.261346 128.879573 84.074246
7.200200 0.248449 128.963141 84.083365
7.200100 0.235545 129.042843 84.092499
7.200000 0.222633 129.118676 84.101646
7.199900 0.209714 129.190639 84.110806
7.199800 0.196788 129.258728 84.119978
7.199700 0.183856 129.322941 84.129161
7.199600 0.170918 129.383277 84.138355
7.199500 0.157974 129.439734 84.147559
7.199400 0.145024 129.492309 84.156772
7.199300 0.132070 129.541001 84.165994
7.199200 0.119112 129.585809 84.175224
7.199100 0.106149 129.626730 84.184460
7.199000 0.093183 129.663764 84.193703
7.198900 0.080213 129.696908 84.202952
7.198800 0.067240 129.726163 84.212206
7.198700 0.054265 129.751527 84.221464
7.198600 0.041288 129.772999 84.230726
7.198500 0.028309 129.790578 84.239991
7.198400 0.015329 129.804263 84.249258
7.198300 0.002347 129.814055 84.258527
7.198200 -0.010635 129.819952 84.267796
7.198100 -0.023617 129.821954 84.277065
7.198000 -0.036599 129.820061 84.286334
7.197900 -0.049581 129.814273 84.295601
7.197800 -0.062561 129.804590 84.304867
7.197700 -0.075540 129.791013 84.314129
7.197600 -0.088517 129.773540 84.323388
7.197500 -0.101493 129.752173 84.332644
7.197400 -0.114465 129.726912 84.341894
7.197300 -0.127435 129.697758 84.351138
7.197200 -0.140402 129.664712 84.360377
7.197100 -0.153364 129.627774 84.369608
7.197000 -0.166323 129.586945 84.378831
7.196900 -0.179277 129.542226 84.388047
7.196800 -0.192227 129.493619 84.397253
7.196700 -0.205171 129.441125 84.406449
7.196600 -0.218109 129.384745 84.415635
7.196500 -0.231042 129.324480 84.424810
7.196400 -0.243968 129.260333 84.433973
7.196300 -0.256887 129.192306 84.443123
7.196200 -0.269799 129.120399 84.452260
7.196100 -0.282703 129.044616 84.461383
7.196000 -0.295600 128.964957 84.470491
7.195900 -0.308488 128.881427 84.479584
7.195800 -0.321367 128.794026 84.488661
7.195700 -0.334238 128.702757 84.497721
7.195600 -0.347099 128.607623 84.506764
7.195500 -0.359949 128.508626 84.515789
7.195400 -0.372790 128.405770 84.524795
7.195300 -0.385620 128.299058 84.533781
7.195200 -0.398439 128.188491 84.542747
7.195100 -0.411246 128.074074 84.551693
7.195000 -0.424042 127.955810 84.560617
7.194900 -0.436825 127.833702 84.569519
7.194800 -0.449596 127.707754 84.578398
7.194700 -0.462354 127.577969 84.587254
7.194600 -0.475098 127.444351 84.596086
7.194500 -0.487829 127.306904 84.604892
7.194400 -0.500545 127.165632 84.613674
7.194300 -0.513247 127.020539 84.622429
7.194200 -0.525935 126.871628 84.631158
7.194100 -0.538606 126.718906 84.639859
7.194000 -0.551263 126.562375 84.648532
7.193900 -0.563903 126.402041 84.657177
7.193800 -0.576527 126.237908 84.665792
7.193700 -0.589134 126.069981 84.674377
7.193600 -0.601723 125.898264 84.682932
7.193500 -0.614296 125.722764 84.691456
7.193400 -0.626850 125.543484 84.699948
7.193300 -0.639386 125.360430 84.708407
7.193200 -0.651904 125.173608 84.716833
7.193100 -0.664402 124.983022 84.725226
7.193000 -0.676881 124.788680 84.733585
7.192900 -0.689340 124.590585 84.741909
7.192800 -0.701779 124.388744 84.750197
7.192700 -0.714197 124.183163 84.758449
7.192600 -0.726594 123.973848 84.766665
7.192500 -0.738970 123.760805 84.774843
7.192400 -0.751325 123.544040 84.782984
7.192300 -0.763657 123.323560 84.791086
7.192200 -0.775967 123.099371 84.799150
7.192100 -0.788254 122.871480 84.807174
7.192000 -0.800518 122.639892 84.815158
7.191900 -0.812759 122.404616 84.823101
7.191800 -0.824975 122.165658 84.831003
7.191700 -0.837168 121.923026 84.838864
7.191600 -0.849335 121.676725 84.846682
7.191500 -0.861478 121.426764 84.854458
7.191400 -0.873595 121.173149 84.862190
7.191300 -0.885687 120.915889 84.869878
7.191200 -0.897752 120.654991 84.877522
7.191100 -0.909791 120.390462 84.885121
7.191000 -0.921804 120.122310 84.892675
7.190900 -0.933789 119.850544 84.900183
7.190800 -0.945746 119.575171 84.907645
7.190700 -0.957676 119.296199 84.915059
7.190600 -0.969577 119.013637 84.922426
7.190500 -0.981450 118.727492 84.929746
7.190400 -0.993294 118.437774 84.937017
7.190300 -1.005108 118.144491 84.944239
7.190200 -1.016893 117.847652 84.951412
7.190100 -1.028648 117.547264 84.958536
7.190000 -1.040372 117.243338 84.965609
7.189900 -1.052066 116.935882 84.972632
7.189800 -1.063728 116.624906 84.979603
7.189700 -1.075359 116.310418 84.986523
7.189600 -1.086958 115.992427 84.993391
7.189500 -1.098525 115.670944 85.000207
7.189400 -1.110060 115.345977 85.006970
7.189300 -1.121562 115.017536 85.013680
7.189200 -1.133030 114.685632 85.020336
7.189100 -1.144465 114.350273 85.026939
7.189000 -1.155867 114.011470 85.033487
7.188900 -1.167233 113.669232 85.039980
7.188800 -1.178566 113.323571 85.046418
7.188700 -1.189863 112.974495 85.052801
7.188600 -1.201125 112.622016 85.059128
7.188500 -1.212352 112.266144 85.065398
7.188400 -1.223543 111.906890 85.071612
7.188300 -1.234697 111.544263 85.077769
7.188200 -1.245815 111.178275 85.083869
7.188100 -1.256896 110.808937 85.089911
7.188000 -1.267940 110.436259 85.095896
7.187900 -1.278946 110.060253 85.101822
7.187800 -1.289914 109.680930 85.107690
7.187700 -1.300843 109.298301 85.113498
7.187600 -1.311735 108.912377 85.119248
7.187500 -1.322587 108.523170 85.124938
7.187400 -1.333400 108.130692 85.130569
7.187300 -1.344174 107.734953 85.136140
7.187200 -1.354907 107.335966 85.141650
7.187100 -1.365601 106.933743 85.147100
7.187000 -1.376253 106.528295 85.152489
7.186900 -1.386865 106.119635 85.157817
7.186800 -1.397436 105.707775 85.163084
7.186700 -1.407965 105.292727 85.168289
7.186600 -1.418453 104.874502 85.173433
7.186500 -1.428898 104.453115 85.178515
7.186400 -1.439301 104.028577 85.183535
7.186300 -1.449661 103.600900 85.188492
7.186200 -1.459978 103.170098 85.193387
7.186100 -1.470252 102.736184 85.198220
7.186000 -1.480482 102.299169 85.202989
7.185900 -1.490668 101.859068 85.207695
7.185800 -1.500809 101.415893 85.212338
7.185700 -1.510906 100.969658 85.216918
7.185600 -1.520958 100.520375 85.221435
7.185500 -1.530965 100.068059 85.225887
7.185400 -1.540926 99.612722 85.230276
7.185300 -1.550842 99.154378 85.234601
7.185200 -1.560711 98.693040 85.238862
7.185100 -1.570534 98.228724 85.243059
7.185000 -1.580310 97.761441 85.247191
7.184900 -1.590039 97.291207 85.251260
7.184800 -1.599721 96.818034 85.255263
7.184700 -1.609355 96.341938 85.259203
7.184600 -1.618941 95.862932 85.263077
7.184500 -1.628479 95.381031 85.266888
7.184400 -1.637969 94.896249 85.270633
7.184300 -1.647410 94.408600 85.274314
7.184200 -1.656802 93.918100 85.277930
7.184100 -1.666144 93.424761 85.281481
7.184000 -1.675437 92.928600 85.284967
7.183900 -1.684680 92.429631 85.288389
7.183800 -1.693873 91.927869 85.291745
7.183700 -1.703015 91.423328 85.295037
7.183600 -1.712107 90.916025 85.298264
7.183500 -1.721147 90.405973 85.301426
7.183400 -1.730137 89.893189 85.304523
7.183300 -1.739074 89.377686 85.307556
7.183200 -1.747960 88.859482 85.310523
7.183100 -1.756794 88.338591 85.313426
7.183000 -1.765576 87.815028 85.316265
7.182900 -1.774305 87.288810 85.319039
7.182800 -1.782981 86.759952 85.321748
7.182700 -1.791604 86.228469 85.324393
7.182600 -1.800173 85.694378 85.326973
7.182500 -1.808689 85.157695 85.329489
7.182400 -1.817151 84.618435 85.331941
7.182300 -1.825558 84.076615 85.334329
7.182200 -1.833911 83.532251 85.336654
7.182100 -1.842210 82.985358 85.338914
7.182000 -1.850454 82.435954 85.341110
7.181900 -1.858642 81.884054 85.343243
7.181800 -1.866775 81.329676 85.345313
7.181700 -1.874852 80.772835 85.347319
7.181600 -1.882874 80.213549 85.349263
7.181500 -1.890839 79.651833 85.351143
7.181400 -1.898748 79.087706 85.352961
7.181300 -1.906600 78.521182 85.354716
7.181200 -1.914395 77.952281 85.356408
7.181100 -1.922133 77.381017 85.358039
7.181000 -1.929814 76.807409 85.359607
7.180900 -1.937437 76.231474 85.361114
7.180800 -1.945002 75.653228 85.362559
7.180700 -1.952509 75.072690 85.363943
7.180600 -1.959958 74.489876 85.365266
7.180500 -1.967349 73.904803 85.366529
7.180400 -1.974681 73.317490 85.367730
7.180300 -1.981954 72.727953 85.368871
7.180200 -1.989167 72.136211 85.369953
7.180100 -1.996321 71.542281 85.370974
7.180000 -2.003416 70.946180 85.371936
7.179900 -2.010451 70.347928 85.372839
7.179800 -2.017426 69.747540 85.373683
7.179700 -2.024340 69.145036 85.374468
7.179600 -2.031194 68.540433 85.375195
7.179500 -2.037987 67.933750 85.375864
7.179400 -2.044720 67.325004 85.376475
7.179300 -2.051391 66.714213 85.377029
7.179200 -2.058002 66.101397 85.377526
7.179100 -2.064550 65.486573 85.377966
7.179000 -2.071037 64.869759 85.378350
7.178900 -2.077462 64.250975 85.378679
7.178800 -2.083825 63.630238 85.378951
7.178700 -2.090126 63.007567 85.379168
7.178600 -2.096364 62.382980 85.379331
7.178500 -2.102540 61.756497 85.379439
7.178400 -2.108653 61.128136 85.379493
7.178300 -2.114703 60.497916 85.379493
7.178200 -2.120689 59.865856 85.379440
7.178100 -2.126612 59.231974 85.379335
7.178000 -2.132472 58.596289 85.379177
7.177900 -2.138268 57.958821 85.378966
7.177800 -2.144000 57.319589 85.378705
7.177700 -2.149668 56.678611 85.378392
7.177600 -2.155271 56.035907 85.378028
7.177500 -2.160810 55.391496 85.377614
7.177400 -2.166285 54.745397 85.377151
7.177300 -2.171695 54.097630 85.376638
7.177200 -2.177040 53.448214 85.376076
7.177100 -2.182319 52.797169 85.375465
7.177000 -2.187534 52.144513 85.374807
7.176900 -2.192683 51.490266 85.374102
7.176800 -2.197766 50.834449 85.373349
7.176700 -2.202784 50.177080 85.372550
7.176600 -2.207736 49.518179 85.371705
7.176500 -2.212621 48.857767 85.370814
7.176400 -2.217441 48.195862 85.369879
7.176300 -2.222194 47.532484 85.368899
7.176200 -2.226881 46.867654 85.367875
7.176100 -2.231501 46.201391 85.366808
7.176000 -2.236055 45.533715 85.365698
7.175900 -2.240541 44.864646 85.364546
7.175800 -2.244960 44.194205 85.363352
7.175700 -2.249313 43.522410 85.362117
7.175600 -2.253598 42.849283 85.360841
7.175500 -2.257815 42.174844 85.359525
7.175400 -2.261965 41.499112 85.358169
7.175300 -2.266047 40.822107 85.356775
7.175200 -2.270062 40.143851 85.355342
7.175100 -2.274008 39.464364 85.353871
7.175000 -2.277886 38.783665 85.352363
7.174900 -2.281697 38.101775 85.350819
7.174800 -2.285438 37.418715 85.349238
7.174700 -2.289112 36.734505 85.347622
7.174600 -2.292717 36.049166 85.345971
7.174500 -2.296253 35.362717 85.344286
7.174400 -2.299721 34.675180 85.342567
7.174300 -2.303119 33.986575 85.340815
7.174200 -2.306449 33.296922 85.339030
7.174100 -2.309710 32.606244 85.337214
7.174000 -2.312901 31.914559 85.335366
7.173900 -2.316023 31.221889 85.333489
7.173800 -2.319076 30.528254 85.331581
7.173700 -2.322059 29.833676 85.329643
7.173600 -2.324973 29.138175 85.327678
7.173500 -2.327817 28.441772 85.325684
7.173400 -2.330592 27.744488 85.323663
7.173300 -2.333297 27.046343 85.321615
7.173200 -2.335931 26.347359 85.319541
7.173100 -2.338496 25.647556 85.317441
7.173000 -2.340991 24.946956 85.315317
7.172900 -2.343415 24.245580 85.313169
7.172800 -2.345770 23.543448 85.310997
7.172700 -2.348054 22.840581 85.308803
7.172600 -2.350267 22.137001 85.306586
7.172500 -2.352411 21.432729 85.304348
7.172400 -2.354483 20.727786 85.302090
7.172300 -2.356486 20.022192 85.299811
7.172200 -2.358417 19.315969 85.297513
7.172100 -2.360278 18.609139 85.295196
7.172000 -2.362068 17.901722 85.292861
7.171900 -2.363788 17.193740 85.290509
7.171800 -2.365436 16.485213 85.288140
7.171700 -2.367014 15.776164 85.285756
7.171600 -2.368521 15.066613 85.283356
7.171500 -2.369956 14.356581 85.280941
7.171400 -2.371321 13.646090 85.278513
7.171300 -2.372614 12.935162 85.276071
7.171200 -2.373837 12.223816 85.273617
7.171100 -2.374988 11.512076 85.271152
7.171000 -2.376068 10.799962 85.268675
7.170900 -2.377077 10.087495 85.266188
7.170800 -2.378014 9.374697 85.263691
7.170700 -2.378880 8.661589 85.261185
7.170600 -2.379675 7.948193 85.258671
7.170500 -2.380399 7.234530 85.256150
7.170400 -2.381051 6.520621 85.253622
7.170300 -2.381631 5.806489 85.251087
7.170200 -2.382140 5.092153 85.248548
7.170100 -2.382578 4.377636 85.246003
7.170000 -2.382945 3.662959 85.243455
7.169900 -2.383239 2.948143 85.240904
7.169800 -2.383463 2.233211 85.238350
7.169700 -2.383614 1.518183 85.235794
7.169600 -2.383695 0.803080 85.233237
7.169500 -2.383704 0.087925 85.230680
7.169400 -2.383641 -0.627261 85.228123
7.169300 -2.383507 -1.342457 85.225567
7.169200 -2.383301 -2.057641 85.223013
7.169100 -2.383024 -2.772792 85.220461
7.169000 -2.382675 -3.487889 85.217913
7.168900 -2.382254 -4.202910 85.215368
7.168800 -2.381763 -4.917833 85.212829
7.168700 -2.381199 -5.632637 85.210294
7.168600 -2.380565 -6.347301 85.207766
7.168500 -2.379859 -7.061802 85.205244
7.168400 -2.379081 -7.776121 85.202730
7.168300 -2.378232 -8.490235 85.200224
7.168200 -2.377311 -9.204123 85.197727
7.168100 -2.376320 -9.917763 85.195240
7.168000 -2.375257 -10.631134 85.192763
7.167900 -2.374122 -11.344214 85.190297
7.167800 -2.372916 -12.056983 85.187843
7.167700 -2.371640 -12.769419 85.185401
7.167600 -2.370291 -13.481500 85.182972
7.167500 -2.368872 -14.193205 85.180557
7.167400 -2.367382 -14.904512 85.178157
7.167300 -2.365820 -15.615401 85.175772
7.167200 -2.364187 -16.325850 85.173403
7.167100 -2.362484 -17.035837 85.171051
7.167000 -2.360709 -17.745342 85.168716
7.166900 -2.358864 -18.454342 85.166399
7.166800 -2.356948 -19.162818 85.164101
7.166700 -2.354961 -19.870746 85.161822
7.166600 -2.352903 -20.578107 85.159563
7.166500 -2.350774 -21.284879 85.157325
7.166400 -2.348575 -21.991040 85.155109
7.166300 -2.346306 -22.696570 85.152915
7.166200 -2.343965 -23.401447 85.150743
7.166100 -2.341555 -24.105650 85.148595
7.166000 -2.339074 -24.809158 85.146471
7.165900 -2.336523 -25.511950 85.144372
7.165800 -2.333901 -26.214004 85.142298
7.165700 -2.331210 -26.915300 85.140251
7.165600 -2.328448 -27.615817 85.138230
7.165500 -2.325617 -28.315533 85.136237
7.165400 -2.322715 -29.014427 85.134272
7.165300 -2.319744 -29.712479 85.132336
7.165200 -2.316703 -30.409667 85.130429
7.165100 -2.313592 -31.105971 85.128552
7.165000 -2.310412 -31.801369 85.126706
7.164900 -2.307163 -32.495841 85.124891
7.164800 -2.303844 -33.189366 85.123108
7.164700 -2.300456 -33.881923 85.121357
7.164600 -2.296998 -34.573491 85.119640
7.164500 -2.293472 -35.264049 85.117957
7.164400 -2.289876 -35.953577 85.116308
7.164300 -2.286212 -36.642054 85.114694
7.164200 -2.282479 -37.329459 85.113116
7.164100 -2.278678 -38.015771 85.111574
7.164000 -2.274808 -38.700970 85.110069
7.163900 -2.270869 -39.385036 85.108601
7.163800 -2.266862 -40.067947 85.107171
7.163700 -2.262787 -40.749683 85.105780
7.163600 -2.258644 -41.430224 85.104428
7.163500 -2.254433 -42.109549 85.103116
7.163400 -2.250155 -42.787638 85.101844
7.163300 -2.245808 -43.464470 85.100613
7.163200 -2.241394 -44.140026 85.099424
7.163100 -2.236913 -44.814284 85.098276
7.163000 -2.232364 -45.487224 85.097171
7.162900 -2.227748 -46.158826 85.096110
7.162800 -2.223065 -46.829071 85.095092
7.162700 -2.218315 -47.497937 85.094118
7.162600 -2.213499 -48.165405 85.093189
7.162500 -2.208616 -48.831454 85.092305
7.162400 -2.203666 -49.496065 85.091466
7.162300 -2.198650 -50.159218 85.090675
7.162200 -2.193568 -50.820892 85.089930
7.162100 -2.188420 -51.481068 85.089232
7.162000 -2.183206 -52.139725 85.088582
7.161900 -2.177926 -52.796845 85.087980
7.161800 -2.172581 -53.452407 85.087427
7.161700 -2.167170 -54.106391 85.086924
7.161600 -2.161695 -54.758778 85.086470
7.161500 -2.156154 -55.409548 85.086066
7.161400 -2.150548 -56.058682 85.085713
7.161300 -2.144877 -56.706160 85.085411
7.161200 -2.139142 -57.351962 85.085161
7.161100 -2.133342 -57.996069 85.084962
7.161000 -2.127478 -58.638462 85.084816
7.160900 -2.121551 -59.279122 85.084723
7.160800 -2.115559 -59.918028 85.084684
7.160700 -2.109503 -60.555163 85.084698
7.160600 -2.103384 -61.190506 85.084766
7.160500 -2.097202 -61.824038 85.084889
7.160400 -2.090956 -62.455741 85.085066
7.160300 -2.084648 -63.085595 85.085299
7.160200 -2.078276 -63.713582 85.085588
7.160100 -2.071842 -64.339682 85.085933
7.160000 -2.065346 -64.963877 85.086334
7.159900 -2.058787 -65.586147 85.086793
7.159800 -2.052167 -66.206475 85.087308
7.159700 -2.045484 -66.824841 85.087881
7.159600 -2.038740 -67.441227 85.088512
7.159500 -2.031935 -68.055614 85.089201
7.159400 -2.025068 -68.667984 85.089949
7.159300 -2.018140 -69.278318 85.090756
7.159200 -2.011151 -69.886598 85.091622
7.159100 -2.004102 -70.492805 85.092547
7.159000 -1.996992 -71.096922 85.093532
7.158900 -1.989822 -71.698930 85.094578
7.158800 -1.982592 -72.298810 85.095684
7.158700 -1.975303 -72.896545 85.096850
7.158600 -1.967954 -73.492117 85.098078
7.158500 -1.960545 -74.085508 85.099367
7.158400 -1.953077 -74.676700 85.100717
7.158300 -1.945551 -75.265675 85.102129
7.158200 -1.937966 -75.852415 85.103603
7.158100 -1.930322 -76.436903 85.105140
7.158000 -1.922620 -77.019121 85.106739
7.157900 -1.914860 -77.599052 85.108401
7.157800 -1.907042 -78.176677 85.110125
7.157700 -1.899167 -78.751980 85.111913
7.157600 -1.891235 -79.324943 85.113764
7.157500 -1.883245 -79.895549 85.115679
7.157400 -1.875199 -80.463781 85.117657
7.157300 -1.867096 -81.029621 85.119699
7.157200 -1.858937 -81.593053 85.121806
7.157100 -1.850721 -82.154059 85.123976
7.157000 -1.842450 -82.712623 85.126211
7.156900 -1.834123 -83.268727 85.128511
7.156800 -1.825741 -83.822355 85.130875
7.156700 -1.817303 -84.373491 85.133304
7.156600 -1.808811 -84.922117 85.135798
7.156500 -1.800264 -85.468217 85.138357
7.156400 -1.791663 -86.011775 85.140981
7.156300 -1.783008 -86.552774 85.143671
7.156200 -1.774299 -87.091197 85.146426
7.156100 -1.765536 -87.627029 85.149246
7.156000 -1.756720 -88.160254 85.152132
7.155900 -1.747851 -88.690854 85.155083
7.155800 -1.738929 -89.218815 85.158100
7.155700 -1.729955 -89.744120 85.161183
7.155600 -1.720928 -90.266754 85.164332
7.155500 -1.711849 -90.786700 85.167546
7.155400 -1.702719 -91.303943 85.170826
7.155300 -1.693537 -91.818467 85.174172
7.155200 -1.684304 -92.330257 85.177584
7.155100 -1.675020 -92.839297 85.181062
7.155000 -1.665686 -93.345572 85.184606
7.154900 -1.656301 -93.849067 85.188215
7.154800 -1.646866 -94.349766 85.191891
7.154700 -1.637381 -94.847654 85.195632
7.154600 -1.627847 -95.342717 85.199439
7.154500 -1.618263 -95.834938 85.203312
7.154400 -1.608631 -96.324304 85.207250
7.154300 -1.598950 -96.810800 85.211254
7.154200 -1.589220 -97.294410 85.215324
7.154100 -1.579443 -97.775121 85.219459
7.154000 -1.569617 -98.252917 85.223660
7.153900 -1.559745 -98.727784 85.227926
7.153800 -1.549825 -99.199708 85.232258
7.153700 -1.539858 -99.668675 85.236654
7.153600 -1.529844 -100.134670 85.241116
7.153500 -1.519785 -100.597680 85.245642
7.153400 -1.509679 -101.057689 85.250233
7.153300 -1.499527 -101.514685 85.254889
7.153200 -1.489330 -101.968654 85.259610
7.153100 -1.479088 -102.419581 85.264394
7.153000 -1.468802 -102.867453 85.269243
7.152900 -1.458471 -103.312257 85.274156
7.152800 -1.448095 -103.753979 85.279133
7.152700 -1.437676 -104.192606 85.284174
7.152600 -1.427213 -104.628124 85.289278
7.152500 -1.416707 -105.060521 85.294446
7.152400 -1.406158 -105.489782 85.299676
7.152300 -1.395566 -105.915896 85.304970
7.152200 -1.384933 -106.338849 85.310326
7.152100 -1.374257 -106.758628 85.315745
7.152000 -1.363539 -107.175221 85.321225
7.151900 -1.352780 -107.588615 85.326768
7.151800 -1.341980 -107.998797 85.332373
7.151700 -1.331140 -108.405756 85.338039
7.151600 -1.320259 -108.809478 85.343766
7.151500 -1.309338 -109.209952 85.349554
7.151400 -1.298377 -109.607166 85.355403
7.151300 -1.287377 -110.001106 85.361313
7.151200 -1.276338 -110.391762 85.367282
7.151100 -1.265260 -110.779121 85.373311
7.151000 -1.254144 -111.163173 85.379400
7.150900 -1.242989 -111.543904 85.385548
7.150800 -1.231797 -111.921304 85.391754
7.150700 -1.220568 -112.295361 85.398019
7.150600 -1.209301 -112.666063 85.404343
7.150500 -1.197998 -113.033400 85.410724
7.150400 -1.186658 -113.397361 85.417163
7.150300 -1.175282 -113.757933 85.423659
7.150200 -1.163871 -114.115107 85.430211
7.150100 -1.152424 -114.468872 85.436820
7.150000 -1.140942 -114.819216 85.443485
7.149900 -1.129425 -115.166129 85.450206
7.149800 -1.117874 -115.509601 85.456982
7.149700 -1.106289 -115.849621 85.463813
7.149600 -1.094671 -116.186178 85.470698
7.149500 -1.083019 -116.519263 85.477638
7.149400 -1.071334 -116.848866 85.484631
7.149300 -1.059616 -117.174976 85.491677
7.149200 -1.047867 -117.497583 85.498776
7.149100 -1.036085 -117.816677 85.505927
7.149000 -1.024272 -118.132250 85.513130
7.148900 -1.012427 -118.444291 85.520385
7.148800 -1.000552 -118.752791 85.527691
7.148700 -0.988646 -119.057740 85.535047
7.148600 -0.976710 -119.359129 85.542453
7.148500 -0.964745 -119.656949 85.549909
7.148400 -0.952749 -119.951190 85.557414
7.148300 -0.940725 -120.241845 85.564968
7.148200 -0.928672 -120.528904 85.572570
7.148100 -0.916591 -120.812357 85.580219
7.148000 -0.904482 -121.092198 85.587916
7.147900 -0.892345 -121.368416 85.595659
7.147800 -0.880181 -121.641004 85.603449
7.147700 -0.867990 -121.909954 85.611284
7.147600 -0.855772 -122.175256 85.619164
7.147500 -0.843529 -122.436903 85.627089
7.147400 -0.831259 -122.694887 85.635058
7.147300 -0.818964 -122.949201 85.643070
7.147200 -0.806644 -123.199835 85.651125
7.147100 -0.794300 -123.446784 85.659223
7.147000 -0.781931 -123.690038 85.667362
7.146900 -0.769538 -123.929591 85.675543
7.146800 -0.757121 -124.165435 85.683764
7.146700 -0.744681 -124.397563 85.692026
7.146600 -0.732219 -124.625968 85.700327
7.146500 -0.719734 -124.850644 85.708667
7.146400 -0.707227 -125.071582 85.717046
7.146300 -0.694698 -125.288776 85.725462
7.146200 -0.682148 -125.502220 85.733916
7.146100 -0.669576 -125.711907 85.742406
7.146000 -0.656985 -125.917831 85.750932
7.145900 -0.644373 -126.119985 85.759494
7.145800 -0.631741 -126.318363 85.768090
7.145700 -0.619089 -126.512960 85.776721
7.145600 -0.606419 -126.703768 85.785385
7.145500 -0.593730 -126.890782 85.794082
7.145400 -0.581023 -127.073996 85.802812
7.145300 -0.568297 -127.253406 85.811573
7.145200 -0.555554 -127.429004 85.820365
7.145100 -0.542794 -127.600786 85.829187
7.145000 -0.530017 -127.768747 85.838040
7.144900 -0.517224 -127.932880 85.846921
7.144800 -0.504415 -128.093182 85.855831
7.144700 -0.491590 -128.249647 85.864769
7.144600 -0.478750 -128.402271 85.873733
7.144500 -0.465894 -128.551048 85.882725
7.144400 -0.453025 -128.695974 85.891742
7.144300 -0.440141 -128.837044 85.900784
7.144200 -0.427244 -128.974255 85.909851
7.144100 -0.414333 -129.107602 85.918942
7.144000 -0.401409 -129.237080 85.928055
7.143900 -0.388473 -129.362686 85.937192
7.143800 -0.375525 -129.484415 85.946350
7.143700 -0.362564 -129.602265 85.955529
7.143600 -0.349593 -129.716230 85.964728
7.143500 -0.336610 -129.826309 85.973947
7.143400 -0.323617 -129.932496 85.983186
7.143300 -0.310613 -130.034789 85.992442
7.143200 -0.297600 -130.133185 86.001717
7.143100 -0.284577 -130.227681 86.011008
7.143000 -0.271545 -130.318273 86.020315
7.142900 -0.258505 -130.404958 86.029638
7.142800 -0.245456 -130.487735 86.038976
7.142700 -0.232400 -130.566600 86.048328
7.142600 -0.219335 -130.641550 86.057693
7.142500 -0.206264 -130.712584 86.067071
7.142400 -0.193186 -130.779699 86.076462
7.142300 -0.180102 -130.842893 86.085863
7.142200 -0.167012 -130.902163 86.095275
7.142100 -0.153916 -130.957509 86.104697
7.142000 -0.140815 -131.008927 86.114128
7.141900 -0.127709 -131.056417 86.123567
7.141800 -0.114599 -131.099976 86.133014
7.141700 -0.101485 -131.139604 86.142468
7.141600 -0.088368 -131.175299 86.151929
7.141500 -0.075247 -131.207060 86.161395
7.141400 -0.062124 -131.234885 86.170865
7.141300 -0.048998 -131.258774 86.180340
7.141200 -0.035870 -131.278725 86.189818
7.141100 -0.022740 -131.294739 86.199299
7.141000 -0.009610 -131.306814 86.208782
7.140900 0.003522 -131.314950 86.218266
7.140800 0.016654 -131.319146 86.227751
7.140700 0.029786 -131.319403 86.237235
7.140600 0.042917 -131.315719 86.246718
7.140500 0.056048 -131.308095 86.256200
7.140400 0.069178 -131.296532 86.265679
7.140300 0.082306 -131.281028 86.275155
7.140200 0.095432 -131.261585 86.284628
7.140100 0.108556 -131.238203 86.294095
7.140000 0.121677 -131.210883 86.303558
7.139900 0.134795 -131.179625 86.313014
7.139800 0.147909 -131.144429 86.322464
7.139700 0.161020 -131.105298 86.331906
7.139600 0.174126 -131.062231 86.341340
7.139500 0.187227 -131.015230 86.350765
7.139400 0.200324 -130.964297 86.360180
7.139300 0.213415 -130.909432 86.369585
7.139200 0.226500 -130.850637 86.378979
7.139100 0.239579 -130.787914 86.388361
7.139000 0.252651 -130.721264 86.397731
7.138900 0.265716 -130.650690 86.407088
7.138800 0.278773 -130.576193 86.416430
7.138700 0.291823 -130.497775 86.425758
7.138600 0.304865 -130.415438 86.435071
7.138500 0.317898 -130.329186 86.444368
7.138400 0.330922 -130.239019 86.453648
7.138300 0.343936 -130.144942 86.462910
7.138200 0.356941 -130.046956 86.472155
7.138100 0.369935 -129.945064 86.481380
7.138000 0.382919 -129.839269 86.490587
7.137900 0.395892 -129.729575 86.499772
7.137800 0.408854 -129.615983 86.508937
7.137700 0.421804 -129.498499 86.518081
7.137600 0.434741 -129.377124 86.527202
7.137500 0.447667 -129.251863 86.536300
7.137400 0.460579 -129.122718 86.545375
7.137300 0.473478 -128.989694 86.554425
7.137200 0.486363 -128.852795 86.563450
7.137100 0.499234 -128.712025 86.572450
7.137000 0.512091 -128.567387 86.581423
7.136900 0.524933 -128.418886 86.590369
7.136800 0.537760 -128.266525 86.599288
7.136700 0.550571 -128.110311 86.608179
7.136600 0.563366 -127.950246 86.617040
7.136500 0.576144 -127.786336 86.625872
7.136400 0.588906 -127.618586 86.634673
7.136300 0.601651 -127.446999 86.643444
7.136200 0.614378 -127.271582 86.652183
7.136100 0.627087 -127.092340 86.660890
7.136000 0.639778 -126.909277 86.669564
7.135900 0.652450 -126.722399 86.678205
