2.874934 0.000000
4.588087 -87.121581
-1.533451 -291.017546
-30.354089 -430.926568
-86.976958 263.368126
-104.777269 3226.455288
154.275344 8686.634095
1068.431253 9379.899095
2503.407937 -18820.309335
1932.020404 -111409.977873
-7850.364663 -245832.327608
-35451.403854 -153605.193639
-67867.081308 884542.239533
-16285.354679 3637911.046978
326384.574683 6524940.955437
1117586.969688 288687.513174
1700425.195421 -35397773.433628
-868084.329769 -112985715.088989
-12192954.915177 -158549933.549428
-33535035.076779 129797337.851443
-37674133.432826 1290613305.956704
68053939.467555 3338706397.366416
423759033.131120 3324026927.791217
954695130.491943 -8118178899.421413
646072848.683547 -44039498012.027756
-3279248891.417379 -93399418992.972260
-13913068714.266802 -48837128600.354691
-25531165824.787949 366027386348.422180
-2918818584.372467 1423448269854.009766
132876639232.767822 2442239533802.427734
434338399462.697998 -235835164479.058899
627296187857.366333 -14331187056672.535156
-442956530259.178467 -43780966949356.187500
-4884173228046.284180 -58015476709512.328125
-12903390499337.982422 61060228468470.835938
-13424071215101.507812 514936734309684.062500
29558198422097.699219 1280501014379887.000000
167699454367626.750000 1163892126455020.250000
363199795540694.187500 -3462777924819697.000000
209696560751410.968750 -17371798758184232.000000
-1361107321063355.000000 -35392895776616284.000000
-5449531217218102.000000 -14703741723647392.000000
-9573511931697954.000000 150667998009852320.000000
199189911491979.750000 555892830532880448.000000
53895768118559512.000000 910773419752657408.000000
168475162309445344.000000 -227347174046514176.000000
230221257880477344.000000 -5783082930468979712.000000
-213037748781894496.000000 -16931512972719489024.000000
-1951324156380612352.000000 -21096872211904540672.000000
-4954471760747990016.000000 27828977137371176960.000000
-4731713643875932160.000000 204951508403764035584.000000
12679335759242196992.000000 490035450533035573248.000000
66223879406224375808.000000 401507845280829014016.000000
137823538017783496704.000000 -1463311484602361839616.000000
65179479055999410176.000000 -6838395451602458640384.000000
-561791096048620732416.000000 -13374899889610145398784.000000
-2130352704313790824448.000000 -4033979873879606165504.000000
-3577250323010214166528.000000 61727777839941947490304.000000
597877565577680650240.000000 216672886859528878948352.000000
21785793125049081790464.000000 338296877267564535742464.000000
65222469495425324810240.000000 -141159068773782248226816.000000
84002366724499207880704.000000 -2326512540944759183638528.000000
-98597244457210028752896.000000 -6534953183556043295162368.000000
-777643748253149402497024.000000 -7617085636766226863620096.000000
-1898247107118228928724992.000000 12394616028028344693948416.000000
-1645878934276904874672128.000000 81382817364441945086099456.000000
5383470289842043168489472.000000 187105506190871414209249280.000000
26097148789694082515468288.000000 135898124775124172913246208.000000
52160151901078170508460032.000000 -613489411441151250022793216.000000
18912391082744997019123712.000000 -2686515178367427956078280704.000000
-230721953820256286776754176.000000 -5039560116189073518886912000.000000
-831201090918373537003601920.000000 -908688835470835238639239168.000000
-1331596329447741714182701056.000000 25181965438055472328393883648.000000
435096811181820055937613824.000000 84291404196622952598071148544.000000
