2.592162 0.000000
2.590767 -0.516604
2.586530 -1.037523
2.579458 -1.557313
2.569556 -2.075403
2.556836 -2.591224
2.541312 -3.104212
2.523001 -3.613804
2.501922 -4.119440
2.478099 -4.620566
2.451558 -5.116632
2.422328 -5.607095
2.390442 -6.091416
2.355933 -6.569064
2.318840 -7.039516
2.279203 -7.502254
2.237066 -7.956772
2.192475 -8.402571
2.145479 -8.839162
2.096129 -9.266065
2.044480 -9.682813
1.990588 -10.088949
1.934512 -10.484026
1.876313 -10.867612
1.816056 -11.239285
1.753807 -11.598639
1.689632 -11.945277
1.623604 -12.278821
1.555795 -12.598904
1.486278 -12.905174
1.415130 -13.197297
1.342429 -13.474950
1.268255 -13.737830
1.192688 -13.985648
1.115813 -14.218132
1.037713 -14.435027
0.958473 -14.636095
0.878181 -14.821114
0.796925 -14.989882
0.714793 -15.142213
0.631877 -15.277941
0.548266 -15.396915
0.464052 -15.499006
0.379328 -15.584101
0.294187 -15.652106
0.208722 -15.702946
0.123027 -15.736567
0.037196 -15.752930
-0.048678 -15.752017
-0.134499 -15.733829
-0.220174 -15.698385
-0.305610 -15.645725
-0.390711 -15.575906
-0.475385 -15.489003
-0.559539 -15.385113
-0.643081 -15.264348
-0.725919 -15.126842
-0.807962 -14.972744
-0.889120 -14.802223
-0.969304 -14.615466
-1.048426 -14.412678
-1.126400 -14.194080
-1.203140 -13.959913
-1.278562 -13.710432
-1.352582 -13.445911
-1.425120 -13.166641
-1.496097 -12.872926
-1.565434 -12.565090
-1.633055 -12.243468
-1.698886 -11.908415
-1.762855 -11.560296
-1.824892 -11.199495
-1.884928 -10.826405
-1.942898 -10.441436
-1.998738 -10.045011
-2.052387 -9.637563
-2.103786 -9.219539
-2.152879 -8.791399
-2.199612 -8.353610
-2.243932 -7.906653
-2.285793 -7.451018
-2.325148 -6.987205
-2.361953 -6.515721
-2.396168 -6.037085
-2.427756 -5.551821
-2.456682 -5.060461
-2.482915 -4.563543
-2.506424 -4.061613
-2.527186 -3.555221
-2.545176 -3.044922
-2.560375 -2.531276
-2.572766 -2.014846
-2.582336 -1.496199
-2.589075 -0.975902
-2.592974 -0.454528
-2.594029 0.067354
-2.592239 0.589169
-2.587607 1.110346
-2.580137 1.630313
-2.569837 2.148501
-2.556718 2.664340
-2.540796 3.177266
-2.522087 3.686714
-2.500611 4.192128
-2.476393 4.692951
-2.449458 5.188636
-2.419837 5.678638
-2.387562 6.162420
-2.352668 6.639451
-2.315193 7.109208
-2.275178 7.571175
-2.232668 8.024847
-2.187708 8.469725
-2.140349 8.905320
-2.090642 9.331157
-2.038641 9.746766
-1.984403 10.151693
-1.927988 10.545493
-1.869458 10.927734
-1.808877 11.297996
-1.746312 11.655873
-1.681830 12.000974
-1.615503 12.332918
-1.547403 12.651342
-1.477605 12.955897
-1.406185 13.246247
-1.333222 13.522075
-1.258796 13.783078
-1.182988 14.028969
-1.105882 14.259478
-1.027562 14.474353
-0.948113 14.673358
-0.867624 14.856273
-0.786182 15.022898
-0.703876 15.173051
-0.620798 15.306566
-0.537037 15.423296
-0.452686 15.523114
-0.367837 15.605909
-0.282583 15.671591
-0.197018 15.720087
-0.111236 15.751343
-0.025331 15.765326
0.060604 15.762020
0.146473 15.741427
0.232183 15.703571
0.317640 15.648492
0.402750 15.576251
0.487419 15.486926
0.571556 15.380616
0.655066 15.257437
0.737860 15.117523
0.819845 14.961027
0.900933 14.788122
0.981034 14.598996
1.060060 14.393857
1.137925 14.172929
1.214543 13.936454
1.289831 13.684692
1.363705 13.417918
1.436084 13.136425
1.506890 12.840520
1.576044 12.530530
1.643471 12.206792
1.709097 11.869663
1.772849 11.519511
1.834658 11.156720
1.894456 10.781688
1.952177 10.394827
2.007758 9.996559
2.061138 9.587322
2.112259 9.167565
2.161064 8.737748
2.207499 8.298341
2.251515 7.849827
2.293061 7.392697
2.332094 6.927452
2.368570 6.454604
2.402448 5.974669
2.433693 5.488174
2.462269 4.995654
2.488145 4.497647
2.511293 3.994700
2.531687 3.487364
2.549304 2.976196
2.564127 2.461756
2.576137 1.944608
2.585323 1.425320
2.591673 0.904460
2.595181 0.382601
2.595843 -0.139686
2.593659 -0.661827
2.588629 -1.183251
2.580761 -1.703386
2.570063 -2.221660
2.556545 -2.737506
2.540224 -3.250357
2.521117 -3.759652
2.499244 -4.264831
2.474631 -4.765341
2.447303 -5.260633
2.417291 -5.750163
2.384627 -6.233394
2.349347 -6.709797
2.311491 -7.178848
2.271099 -7.640034
2.228215 -8.092848
2.182888 -8.536794
2.135165 -8.971384
2.085101 -9.396142
