15.622590 0.000000
33.858013 80.357779
32.303874 300.997682
-127.930818 736.099237
-857.848603 943.358834
-2926.890727 -1664.095779
-6530.851109 -15448.879353
-6267.365565 -57956.630708
24508.290632 -141930.619045
164987.888164 -182550.076788
563711.534960 317817.666862
1259723.510627 2970045.131056
1215877.947978 11159413.404073
-4695017.417663 27366133.661648
-31731529.596928 35324441.742619
-108568940.200417 -60694004.565360
-242984088.781944 -570986861.088305
-235868442.541451 -2148710271.256112
899389039.965982 -5276530023.745129
6102776614.157002 -6835289215.505220
20909928097.393353 11589936391.421207
46868126659.872162 109770633337.898727
45753567625.210045 413725804900.534058
-172283634268.057922 1017374884677.948608
-1173711756494.214355 1322595057759.174316
-4027149431498.985840 -2213009403126.672852
-9040126780993.832031 -21102951630768.148438
-8874741480406.437500 -79660974521215.187500
33000943704803.515625 -196160357981092.125000
225731904133495.406250 -255908916231281.625000
775606098198223.750000 422524449579968.375000
1743687376866766.000000 4056927112163137.500000
1721323228056567.500000 15338287558621806.000000
-6321125945227070.000000 37821532204359664.000000
-43413213862886664.000000 49514519553454352.000000
-149376730777023616.000000 -80665201842180720.000000
-336325588665749248.000000 -779916600253370880.000000
-333845448199196992.000000 -2953292011600316928.000000
1210732283804274176.000000 -7292301864934490112.000000
8349268470280257536.000000 -9580065032753475584.000000
28768879752292429824.000000 15398761774504460288.000000
64870671332101955584.000000 149932599329043054592.000000
64744835839155838976.000000 568635749316945379328.000000
-231892787160294588416.000000 1406008054786215116800.000000
-1605729563245567016960.000000 1853502541562527612928.000000
-5540656383604764442624.000000 -2939340884114996723712.000000
-12512211487787487068160.000000 -28823114866519439310848.000000
-12555724558089318301696.000000 -109486401493024850837504.000000
44413156135071071076352.000000 -271086965677720485232640.000000
308811782933944385667072.000000 -358597170587148004360192.000000
1067081890068539933458432.000000 561019630416078689009664.000000
2413331446674250637770752.000000 5540930210966202241515520.000000
2434757517914774668574720.000000 21080672285878631685685248.000000
-8505917160572952816648192.000000 52266946262304190103552000.000000
-59389927858021669040816128.000000 69376051242817961546743808.000000
-205509805199590484906868736.000000 -107070407976412778577526784.000000
-465475779176539631877357568.000000 -1065175975126261109987737600.000000
-472114407034850957615693824.000000 -4058887215876970190655717376.000000
1628979473584406585654902784.000000 -10077279062476178683378794496.000000
11421659297979787795098501120.000000 -13421511916814308568446533632.000000
39579072450152491072943554560.000000 20432593118261402388387594240.000000
89778931410414610808219631616.000000 204765576458747442226255626240.000000
91541220754875638956957892608.000000 781497803854493528854846504960.000000
-311957088026717998048459358208.000000 1942929835652146201714736758784.000000
-2196559978473979826258944458752.000000 2596465464357380443744879247360.000000
-7622491403223396081319232405504.000000 -3898876324130816679646496555008.000000
-17316057270912045634840980094976.000000 -39363112088663568398797185744896.000000
-17748610276401795917247466700800.000000 -150468915440982435779155169640448.000000
59739105479724799411377391271936.000000 -374600737780120599200651949375488.000000
422429643211610558057964109824000.000000 -502288229989488551486085826347008.000000
1468001641002303599114321525735424.000000 743903614142404265410098676891648.000000
3339802925997160330091382534307840.000000 7566913805653425490096742727680000.000000
3441046230898892764138415989981184.000000 28971038899991478855155566935801856.000000
-11439499150399124029477351115980800.000000 72223382423271236164324787545440256.000000
-81238735352652783445197768758394880.000000 97165679178853325452774572562579456.000000
-282718615762975965031202529629700096.000000 -141923524941554792744786928445947904.000000
-644154317979458966105009792558825472.000000 -1454604803485979991358122069336260608.000000
-667106925623888373516855639780884480.000000 -5578013962507429074074167782873759744.000000
2190481379980700257634796519259373568.000000 -13924663500266033158766908444801761280.000000
15623177340487664295057762375310508032.000000 -18795864798123409016290449015883956224.000000
54447825214522536850522485733424365568.000000 27073965655055103014777262498614607872.000000
124238519195428225111598060177681547264.000000 279619919849468447621108901961273442304.000000
129324098634467220868977370288506273792.000000 1073973024738516169736150096846824407040.000000
-419426823437531556355724956783966420992.000000 2684659981494338364175618476856225824768.000000
-3004505508293004218298070979671152918528.000000 3635811507852048296729023483995794440192.000000
-10485881286817930704804121815517218471936.000000 -5164263023551693965066985613633693679616.000000
-23961824401317873206706870910926825979904.000000 -53751185116752474214542773678533347639296.000000
-25069335088718704042006336292890343374848.000000 -206778507853245596366250742605962108993536.000000
80307615884548601959860586767445884141568.000000 -517596784400816857880970779416386745663488.000000
577795390838542050418783575757989921947648.000000 -703283008883063106441415657024213949087744.000000
2019424417160222447282568204784032332906496.000000 984970077321799278729726451303941364776960.000000
4621476777830676818479506382373263339683840.000000 10332485811631543051629923422553513660514304.000000
4859435085052407927719805773167164368355328.000000 39812153311630559327525556392033414136463360.000000
-15375915168821768130569378146331855102672896.000000 99791041577962580408186940769437124260790272.000000
-111114966818808981698884815612411266398683136.000000 136034385329701396186198290580700714338615296.000000
-388909486644411713133343867707943922993987584.000000 -187843040830051776253408340710540134091587584.000000
-891330887037360029188714289500788636629598208.000000 -1986179137469168234362975954563235936368328704.000000
-941908320768790844685806791516005637432541184.000000 -7665212244694818033777335881681292428090277888.000000
2943802938672174149316869401165716248598675456.000000 -19239299369441741711744416711229104030276911104.000000
21368225628939702462885858491963731906236776448.000000 -26312200493425827794815846029101092597139505152.000000
74897571893937079331832558898819360757714518016.000000 35819847530904910071087700954426937272300470272.000000
171907344928092923218074070159466558609315332096.000000 381793760973002397162048214944249959522007777280.000000
182562519236963743339423337559301632535665049600.000000 1475811692670187306791712288983592672255260229632.000000
-563585511589666262621640738869431952876312199168.000000 3709237699681197581076997955250396210642399789056.000000
-4109242445673046763811033325735192396810835460096.000000 5089271576433545019779917054110106520466118148096.000000
-14423983196168947234856651920978280036840364834816.000000 -6829800863995220293552046086818748583868436054016.000000
-33154861095203205938027895073557554789367261691904.000000 -73389856733986652331710499334312494328670482071552.000000
-35383028233109294695325724840338903534043427504128.000000 -284142340593529532012376438632705086672754448531456.000000
107893189842395600965041833894739069468549341773824.000000 -715118147080969822793975079305573161933373446291456.000000
790228097525434719834199615101323001748439724720128.000000 -984337784073044433899327555380216006604711236993024.000000
2777799815940410841161715948762029021311614660378624.000000 1302108409618038390720506991499192150719802827079680.000000
6394363252534012052909435490952528429624003385098240.000000 14107174624608579282793503001445335538778866379128832.000000
6857392675769152285146004848807772034319773631250432.000000 54706534455475264609312178669694822658234850622832640.000000
-20654332920780427978079883098714493117871967774441472.000000 137869645513612879352485333418435572241562321442308096.000000
