3.043398 0.000000
348038272944376799580836069376.000000 666283006655993411568704421888.000000
37411341537456096414072892739881206340838697717908274937856.000000 28958209322132957746386662623522892418189081544232403992576.000000
2926483927294651369047649177127349444950444593268869705679406640215783044941991733362688.000000 -5544525342961720217334517679538462652314632648757710877927425585270092036430381734428672.000000
28481547097410781322958942564179909991884326386260632222858230114660776399762685767624440137436389054948538455162880.000000 -2018539483865771256867638110129057771751350922355248588204416611947345882490367451656074304689578090992663485195747328.000000
-50144603320891117163822274422016846278156855450740498623283205129426374090098917437413508938049979542162870919840273750137446163675291701297020928.000000 -418313376490656623527758069908846586379427216556717999835016737683173189135068913967669828766953410182362811116902881346956741430486313608111194112.000000
-13662551728932064385689992398825059871929420612473525461895573517552278412783073616041408019358471018684896667563717465281084399834786065597394927084204493181862153604871225344.000000 -69579384001248557231156422881273319552952128561092948058262720306545452070641485723749058157316835317476714725210818547563432821121412760225598533902360846923698570824381366272.000000
-2583108406049272128964580960069224959628416702959883985073734668728842710302458129792325487633239795607305401486035743927209323373389370495031954901811050494866322748824676973743877245395394386417856544768.000000 -9948702835921306933314970821084445949211696394576749905013255719084488530719548996321587366162503599886313062999073494034061151675650285801759302018070295797998416421372462439015723535523281584127857393664.000000
-406083527777788253687392359978329868421103660548042411231938482823333823844338845331833634920073877971200179736905125815838237566212768753624881357036700417453491746456325375912137951882075676100741033958213626665802823657595311489024.000000 -1230298775797264268959757114688990558321522655069334326324870015607813485359997217040867810723496198070007876390814307053678808697109307161885790904494595404634871105920625798751604107171920585271616850464341645789490693485806923808768.000000
-55274479263977971243921901477590345882348307567510957420280408500141438285982335180414780468182327687830953867306073070071157978805899288664730182404218137047330454216333137638714709480006564134561969895068041844037664121514280515552302868596069371127651626909696.000000 -125692795543705043059828445780315638459745939030999119446079612109740674546135279221504202180951410160729475340976616078587165909367520448735877454655113969308178656772336222265315491052652156940960943157988887977726503879615204666008425349006922419278608425025536.000000
-6451681572302490118767275260357670859865121663069076692336220880086158215799214549482173798080237985050546449407532962520458938891907848608455947207872819677576384608140739915650891547500092274220995517283789353179485550868223468068423419122385964376183195332032839389684309680134623409995776.000000 -8632374841886836105956758392559777436504298671619274263747463218290809435310611123437024941401848097327598886592027749137103911934515300165645521686591625504350603262759061334931591720618071051890746267252671598149877577057482411706523493805486675676516903480453401259311985594661908621819904.000000
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
-nan -nan
